TimeStamp, CellandDirection, BSSID, SSID, Strength
1520603091566,C1D1,50:0f:80:fd:84:e2,tudelft-dastud, -81
1520603091566,C1D1,38:90:a5:37:46:9e,TUvisitor, -91
1520603091566,C1D1,50:0f:80:fd:84:4f,eduroam, -90
1520603091566,C1D1,38:90:a5:37:42:df,eduroam, -79
1520603091566,C1D1,38:90:a5:20:e9:0e,TUvisitor, -63
1520603091566,C1D1,50:0f:80:fd:7f:b0,eduroam, -67
1520603091566,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -74
1520603091566,C1D1,38:90:a5:9d:1a:e0,eduroam, -77
1520603091566,C1D1,50:0f:80:fd:84:4e,TUvisitor, -89
1520603091566,C1D1,e0:3f:49:09:d9:98,TRIBLER, -75
1520603091566,C1D1,38:90:a5:20:e9:01,TUvisitor, -59
1520603091566,C1D1,38:90:a5:9d:1b:1f,eduroam, -74
1520603091566,C1D1,38:90:a5:91:74:11,TUvisitor, -75
1520603091566,C1D1,50:0f:80:c4:5f:62,tudelft-dastud, -78
1520603091566,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -79
1520603091566,C1D1,38:90:a5:37:42:de,TUvisitor, -79
1520603091566,C1D1,50:0f:80:c4:60:0e,TUvisitor, -78
1520603091566,C1D1,50:0f:80:c0:ce:2d,tudelft-dastud, -84
1520603101573,C1D1,50:0f:80:c4:5f:6d,tudelft-dastud, -88
1520603101573,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -87
1520603101573,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -62
1520603101573,C1D1,38:90:a5:20:f0:fe,TUvisitor, -62
1520603101573,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -91
1520603101573,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -80
1520603101573,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -71
1520603101573,C1D1,50:0f:80:fd:7f:bf,eduroam, -62
1520603101573,C1D1,38:90:a5:91:74:1d,tudelft-dastud, -89
1520603101573,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -61
1520603101573,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -90
1520603101573,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -61
1520603101573,C1D1,38:90:a5:20:f0:ff,eduroam, -62
1520603101573,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -73
1520603101573,C1D1,38:90:a5:20:e9:00,eduroam, -58
1520603101573,C1D1,50:0f:80:fd:7f:be,TUvisitor, -61
1520603101573,C1D1,38:90:a5:9d:1a:ee,TUvisitor, -88
1520603101573,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -62
1520603101573,C1D1,50:0f:80:c0:ce:2e,TUvisitor, -85
1520603101573,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -79
1520603101573,C1D1,38:90:a5:9d:1b:11,TUvisitor, -71
1520603101573,C1D1,50:0f:80:fe:3f:8d,tudelft-dastud, -90
1520603101573,C1D1,50:0f:80:c0:ce:2f,eduroam, -84
1520603101573,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -62
1520603101573,C1D1,38:90:a5:20:e9:0f,eduroam, -60
1520603101573,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -62
1520603101573,C1D1,38:90:a5:9d:1b:10,eduroam, -71
1520603101573,C1D1,38:90:a5:91:74:1e,TUvisitor, -88
1520603101573,C1D1,38:90:a5:37:42:df,eduroam, -79
1520603101573,C1D1,50:0f:80:e3:7a:ff,eduroam, -79
1520603101573,C1D1,38:90:a5:20:e9:0e,TUvisitor, -61
1520603101573,C1D1,50:0f:80:fd:7f:b0,eduroam, -62
1520603101573,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -72
1520603101573,C1D1,38:90:a5:9d:1a:e2,tudelft-dastud, -77
1520603101573,C1D1,e0:3f:49:09:d9:98,TRIBLER, -75
1520603101573,C1D1,38:90:a5:20:e9:01,TUvisitor, -59
1520603101573,C1D1,38:90:a5:9d:1b:1f,eduroam, -73
1520603101573,C1D1,50:0f:80:fe:3f:8f,eduroam, -89
1520603101573,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -79
1520603101573,C1D1,38:90:a5:37:42:de,TUvisitor, -79
1520603101573,C1D1,38:90:a5:9d:1a:ed,tudelft-dastud, -87
1520603101573,C1D1,50:0f:80:c4:60:0e,TUvisitor, -80
1520603101573,C1D1,50:0f:80:c0:ce:2d,tudelft-dastud, -85
1520603076569,C1D1,50:0f:80:c4:5f:60,eduroam, -78
1520603076569,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -89
1520603076569,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -62
1520603076569,C1D1,38:90:a5:20:f0:fe,TUvisitor, -63
1520603076569,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -90
1520603076569,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -78
1520603076569,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -68
1520603076569,C1D1,50:0f:80:fd:7f:bf,eduroam, -64
1520603076569,C1D1,38:90:a5:91:74:1d,tudelft-dastud, -89
1520603076569,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -63
1520603076569,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -86
1520603076569,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -60
1520603076569,C1D1,38:90:a5:20:f0:ff,eduroam, -62
1520603076569,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -72
1520603076569,C1D1,38:90:a5:20:e9:00,eduroam, -60
1520603076569,C1D1,38:90:a5:9d:1a:e1,TUvisitor, -76
1520603076569,C1D1,50:0f:80:fe:3f:8e,TUvisitor, -90
1520603076569,C1D1,50:0f:80:e3:7a:fd,tudelft-dastud, -80
1520603076569,C1D1,50:0f:80:fd:7f:be,TUvisitor, -64
1520603076569,C1D1,38:90:a5:9d:1a:ee,TUvisitor, -88
1520603076569,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -63
1520603076569,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -80
1520603076569,C1D1,38:90:a5:9d:1b:11,TUvisitor, -68
1520603076569,C1D1,50:0f:80:fe:3f:8d,tudelft-dastud, -90
1520603076569,C1D1,50:0f:80:c0:ce:2f,eduroam, -82
1520603076569,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -66
1520603076569,C1D1,38:90:a5:20:e9:0f,eduroam, -62
1520603076569,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -67
1520603076569,C1D1,38:90:a5:9d:1b:10,eduroam, -68
1520603076569,C1D1,38:90:a5:91:74:1e,TUvisitor, -88
1520603076569,C1D1,38:90:a5:37:46:9e,TUvisitor, -89
1520603076569,C1D1,50:0f:80:fd:84:4f,eduroam, -89
1520603076569,C1D1,38:90:a5:37:42:df,eduroam, -77
1520603076569,C1D1,50:0f:80:e3:7a:ff,eduroam, -79
1520603076569,C1D1,38:90:a5:20:e9:0e,TUvisitor, -62
1520603076569,C1D1,50:0f:80:fd:7f:b0,eduroam, -66
1520603076569,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -73
1520603076569,C1D1,50:0f:80:fd:84:4e,TUvisitor, -88
1520603076569,C1D1,e0:3f:49:09:d9:98,TRIBLER, -77
1520603076569,C1D1,38:90:a5:20:e9:01,TUvisitor, -60
1520603076569,C1D1,38:90:a5:9d:1b:1f,eduroam, -72
1520603076569,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -79
1520603076569,C1D1,38:90:a5:37:42:de,TUvisitor, -79
1520603076569,C1D1,50:0f:80:c4:60:0e,TUvisitor, -78
1520603081563,C1D1,50:0f:80:c4:5f:6d,tudelft-dastud, -85
1520603081563,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -88
1520603081563,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -62
1520603081563,C1D1,38:90:a5:20:f0:fe,TUvisitor, -63
1520603081563,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -88
1520603081563,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -78
1520603081563,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -70
1520603081563,C1D1,38:90:a5:37:40:8e,TUvisitor, -91
1520603081563,C1D1,50:0f:80:fd:7f:bf,eduroam, -64
1520603081563,C1D1,38:90:a5:91:74:1d,tudelft-dastud, -89
1520603081563,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -63
1520603081563,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -88
1520603081563,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -58
1520603081563,C1D1,38:90:a5:20:f0:ff,eduroam, -63
1520603081563,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -73
1520603081563,C1D1,38:90:a5:20:e9:00,eduroam, -58
1520603081563,C1D1,50:0f:80:fd:7f:be,TUvisitor, -64
1520603081563,C1D1,38:90:a5:9d:1a:ee,TUvisitor, -87
1520603081563,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -63
1520603081563,C1D1,50:0f:80:c0:ce:2e,TUvisitor, -83
1520603081563,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -80
1520603081563,C1D1,38:90:a5:9d:1b:11,TUvisitor, -70
1520603081563,C1D1,50:0f:80:fd:84:e0,eduroam, -81
1520603081563,C1D1,50:0f:80:c0:ce:2f,eduroam, -82
1520603081563,C1D1,38:90:a5:20:e9:0f,eduroam, -61
1520603081563,C1D1,38:90:a5:9d:1b:10,eduroam, -71
1520603081563,C1D1,38:90:a5:37:46:9e,TUvisitor, -90
1520603081563,C1D1,50:0f:80:fd:84:4f,eduroam, -90
1520603081563,C1D1,38:90:a5:37:42:df,eduroam, -79
1520603081563,C1D1,50:0f:80:e3:7a:ff,eduroam, -79
1520603081563,C1D1,38:90:a5:20:e9:0e,TUvisitor, -62
1520603081563,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -73
1520603081563,C1D1,38:90:a5:9d:1a:e0,eduroam, -74
1520603081563,C1D1,50:0f:80:e3:79:6e,TUvisitor, -91
1520603081563,C1D1,50:0f:80:fd:84:4e,TUvisitor, -90
1520603081563,C1D1,e0:3f:49:09:d9:98,TRIBLER, -79
1520603081563,C1D1,38:90:a5:20:e9:01,TUvisitor, -57
1520603081563,C1D1,50:0f:80:c4:60:0f,eduroam, -79
1520603081563,C1D1,38:90:a5:9d:1b:1f,eduroam, -81
1520603081563,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -79
1520603081563,C1D1,38:90:a5:37:42:de,TUvisitor, -80
1520603081563,C1D1,38:90:a5:9d:1a:ed,tudelft-dastud, -87
1520603081563,C1D1,50:0f:80:c4:60:0e,TUvisitor, -79
1520603081563,C1D1,50:0f:80:c0:ce:2d,tudelft-dastud, -83
1520603111574,C1D1,38:90:a5:37:40:8d,tudelft-dastud, -89
1520603111574,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -64
1520603111574,C1D1,38:90:a5:20:f0:fe,TUvisitor, -63
1520603111574,C1D1,50:0f:80:c0:ce:20,eduroam, -74
1520603111574,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -88
1520603111574,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -80
1520603111574,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -69
1520603111574,C1D1,50:0f:80:fd:7f:bf,eduroam, -63
1520603111574,C1D1,50:0f:80:e3:79:6f,eduroam, -91
1520603111574,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -63
1520603111574,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -87
1520603111574,C1D1,38:90:a5:20:f0:ff,eduroam, -63
1520603111574,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -72
1520603111574,C1D1,38:90:a5:9d:1a:e1,TUvisitor, -73
1520603111574,C1D1,50:0f:80:e3:7a:f2,tudelft-dastud, -76
1520603111574,C1D1,50:0f:80:fd:7f:be,TUvisitor, -64
1520603111574,C1D1,38:90:a5:9d:1a:ee,TUvisitor, -88
1520603111574,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -62
1520603111574,C1D1,50:0f:80:c0:ce:2e,TUvisitor, -84
1520603111574,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -79
1520603111574,C1D1,38:90:a5:9d:1b:11,TUvisitor, -68
1520603111574,C1D1,38:90:a5:20:f0:f1,TUvisitor, -76
1520603111574,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -62
1520603111574,C1D1,38:90:a5:20:e9:0f,eduroam, -62
1520603111574,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -62
1520603111574,C1D1,38:90:a5:9d:1b:10,eduroam, -68
1520603111574,C1D1,50:0f:80:fd:84:e2,tudelft-dastud, -81
1520603111574,C1D1,50:0f:80:fd:84:4f,eduroam, -89
1520603111574,C1D1,38:90:a5:37:42:df,eduroam, -76
1520603111574,C1D1,50:0f:80:fd:7f:b0,eduroam, -62
1520603111574,C1D1,38:90:a5:20:e9:0e,TUvisitor, -64
1520603111574,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -73
1520603111574,C1D1,50:0f:80:c0:ce:22,tudelft-dastud, -74
1520603111574,C1D1,50:0f:80:fd:84:4e,TUvisitor, -88
1520603111574,C1D1,38:90:a5:9d:1a:e2,tudelft-dastud, -73
1520603111574,C1D1,e0:3f:49:09:d9:98,TRIBLER, -73
1520603111574,C1D1,38:90:a5:91:74:12,tudelft-dastud, -76
1520603111574,C1D1,38:90:a5:9d:1b:1f,eduroam, -72
1520603111574,C1D1,38:90:a5:91:74:11,TUvisitor, -76
1520603111574,C1D1,50:0f:80:fe:3f:8f,eduroam, -90
1520603111574,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -77
1520603111574,C1D1,38:90:a5:37:42:de,TUvisitor, -76
1520603111574,C1D1,38:90:a5:9d:1a:ed,tudelft-dastud, -88
1520603111574,C1D1,50:0f:80:c4:60:0e,TUvisitor, -82
1520603111574,C1D1,50:0f:80:c0:ce:2d,tudelft-dastud, -86
1520603106576,C1D1,38:90:a5:37:40:8d,tudelft-dastud, -91
1520603106576,C1D1,50:0f:80:c4:5f:6d,tudelft-dastud, -89
1520603106576,C1D1,38:90:a5:91:74:1f,eduroam, -88
1520603106576,C1D1,50:0f:80:fd:84:e1,TUvisitor, -81
1520603106576,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -61
1520603106576,C1D1,38:90:a5:20:f0:fe,TUvisitor, -62
1520603106576,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -90
1520603106576,C1D1,50:0f:80:e3:7a:f1,TUvisitor, -77
1520603106576,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -77
1520603106576,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -69
1520603106576,C1D1,50:0f:80:fd:7f:bf,eduroam, -62
1520603106576,C1D1,38:90:a5:91:74:1d,tudelft-dastud, -88
1520603106576,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -62
1520603106576,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -86
1520603106576,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -58
1520603106576,C1D1,38:90:a5:20:f0:ff,eduroam, -62
1520603106576,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -72
1520603106576,C1D1,38:90:a5:20:e9:00,eduroam, -58
1520603106576,C1D1,38:90:a5:9d:1a:e1,TUvisitor, -74
1520603106576,C1D1,50:0f:80:e3:7a:f2,tudelft-dastud, -77
1520603106576,C1D1,50:0f:80:e3:7a:fd,tudelft-dastud, -79
1520603106576,C1D1,50:0f:80:fd:7f:be,TUvisitor, -62
1520603106576,C1D1,38:90:a5:9d:1a:ee,TUvisitor, -88
1520603106576,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -62
1520603106576,C1D1,50:0f:80:c0:ce:2e,TUvisitor, -86
1520603106576,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -80
1520603106576,C1D1,38:90:a5:9d:1b:11,TUvisitor, -68
1520603106576,C1D1,50:0f:80:fe:3f:8d,tudelft-dastud, -90
1520603106576,C1D1,50:0f:80:c0:ce:2f,eduroam, -84
1520603106576,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -62
1520603106576,C1D1,38:90:a5:20:e9:0f,eduroam, -61
1520603106576,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -61
1520603106576,C1D1,38:90:a5:9d:1b:10,eduroam, -69
1520603106576,C1D1,38:90:a5:91:74:1e,TUvisitor, -90
1520603106576,C1D1,50:0f:80:fd:84:4f,eduroam, -89
1520603106576,C1D1,38:90:a5:37:42:df,eduroam, -78
1520603106576,C1D1,50:0f:80:e3:7a:ff,eduroam, -79
1520603106576,C1D1,38:90:a5:20:e9:0e,TUvisitor, -61
1520603106576,C1D1,50:0f:80:fd:7f:b0,eduroam, -62
1520603106576,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -74
1520603106576,C1D1,50:0f:80:fd:84:4e,TUvisitor, -91
1520603106576,C1D1,38:90:a5:9d:1a:e2,tudelft-dastud, -75
1520603106576,C1D1,e0:3f:49:09:d9:98,TRIBLER, -78
1520603106576,C1D1,38:90:a5:91:74:12,tudelft-dastud, -75
1520603106576,C1D1,38:90:a5:20:e9:01,TUvisitor, -59
1520603106576,C1D1,50:0f:80:c4:60:0f,eduroam, -79
1520603106576,C1D1,38:90:a5:9d:1b:1f,eduroam, -73
1520603106576,C1D1,50:0f:80:fe:3f:8f,eduroam, -90
1520603106576,C1D1,38:90:a5:37:42:de,TUvisitor, -79
1520603106576,C1D1,50:0f:80:c4:5f:6f,eduroam, -90
1520603106576,C1D1,38:90:a5:9d:1a:ed,tudelft-dastud, -89
1520603106576,C1D1,50:0f:80:c4:60:0e,TUvisitor, -79
1520603106576,C1D1,50:0f:80:c0:ce:2d,tudelft-dastud, -85
1520603116563,C1D1,50:0f:80:c4:5f:6d,tudelft-dastud, -88
1520603116563,C1D1,50:0f:80:c4:5f:60,eduroam, -79
1520603116563,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -89
1520603116563,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -63
1520603116563,C1D1,38:90:a5:20:f0:fe,TUvisitor, -63
1520603116563,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -89
1520603116563,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -82
1520603116563,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -71
1520603116563,C1D1,50:0f:80:fd:7f:bf,eduroam, -63
1520603116563,C1D1,38:90:a5:91:74:1d,tudelft-dastud, -89
1520603116563,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -63
1520603116563,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -86
1520603116563,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -60
1520603116563,C1D1,38:90:a5:20:f0:ff,eduroam, -62
1520603116563,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -73
1520603116563,C1D1,38:90:a5:20:e9:00,eduroam, -60
1520603116563,C1D1,50:0f:80:e3:7a:fd,tudelft-dastud, -78
1520603116563,C1D1,50:0f:80:fd:7f:be,TUvisitor, -63
1520603116563,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -62
1520603116563,C1D1,50:0f:80:c0:ce:2e,TUvisitor, -83
1520603116563,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -80
1520603116563,C1D1,38:90:a5:9d:1b:11,TUvisitor, -68
1520603116563,C1D1,38:90:a5:91:74:10,eduroam, -77
1520603116563,C1D1,50:0f:80:c4:5f:61,TUvisitor, -78
1520603116563,C1D1,50:0f:80:c0:ce:21,TUvisitor, -76
1520603116563,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -66
1520603116563,C1D1,38:90:a5:20:e9:0f,eduroam, -62
1520603116563,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -67
1520603116563,C1D1,38:90:a5:91:74:1e,TUvisitor, -89
1520603116563,C1D1,38:90:a5:37:46:9e,TUvisitor, -90
1520603116563,C1D1,50:0f:80:fd:84:4f,eduroam, -89
1520603116563,C1D1,38:90:a5:37:42:df,eduroam, -77
1520603116563,C1D1,50:0f:80:e3:7a:ff,eduroam, -79
1520603116563,C1D1,38:90:a5:37:46:9d,tudelft-dastud, -90
1520603116563,C1D1,38:90:a5:20:e9:0e,TUvisitor, -63
1520603116563,C1D1,50:0f:80:fd:7f:b0,eduroam, -67
1520603116563,C1D1,38:90:a5:9d:1b:1e,TUvisitor, -73
1520603116563,C1D1,50:0f:80:fd:84:4e,TUvisitor, -90
1520603116563,C1D1,e0:3f:49:09:d9:98,TRIBLER, -77
1520603116563,C1D1,38:90:a5:20:e9:01,TUvisitor, -60
1520603116563,C1D1,50:0f:80:c4:60:0f,eduroam, -82
1520603116563,C1D1,38:90:a5:9d:1b:1f,eduroam, -72
1520603116563,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -77
1520603116563,C1D1,38:90:a5:37:42:de,TUvisitor, -77
1520603116563,C1D1,50:0f:80:c4:60:0e,TUvisitor, -82
1520603071545,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -87
1520603071545,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -63
1520603071545,C1D1,38:90:a5:20:f0:fe,TUvisitor, -60
1520603071545,C1D1,38:90:a5:37:42:d1,TUvisitor, -76
1520603071545,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -88
1520603071545,C1D1,50:0f:80:e3:7a:f1,TUvisitor, -77
1520603071545,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -84
1520603071545,C1D1,50:0f:80:fd:7f:bf,eduroam, -65
1520603071545,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -65
1520603071545,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -87
1520603071545,C1D1,38:90:a5:20:f0:ff,eduroam, -59
1520603071545,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -64
1520603071545,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -75
1520603071545,C1D1,38:90:a5:20:e9:00,eduroam, -63
1520603071545,C1D1,38:90:a5:9d:1a:e1,TUvisitor, -72
1520603071545,C1D1,50:0f:80:fd:7f:be,TUvisitor, -65
1520603071545,C1D1,38:90:a5:9d:1a:ee,TUvisitor, -85
1520603071545,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -59
1520603071545,C1D1,50:0f:80:fd:6d:71,TUvisitor, -80
1520603071545,C1D1,50:0f:80:c0:ce:2e,TUvisitor, -85
1520603071545,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -81
1520603071545,C1D1,50:0f:80:fe:3f:8d,tudelft-dastud, -90
1520603071545,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -61
1520603071545,C1D1,38:90:a5:20:e9:0f,eduroam, -63
1520603071545,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -60
1520603071545,C1D1,50:0f:80:fd:84:4f,eduroam, -88
1520603071545,C1D1,38:90:a5:37:42:df,eduroam, -78
1520603071545,C1D1,50:0f:80:e3:7a:ff,eduroam, -81
1520603071545,C1D1,50:0f:80:fd:7f:b0,eduroam, -62
1520603071545,C1D1,38:90:a5:20:e9:0e,TUvisitor, -64
1520603071545,C1D1,38:90:a5:9d:1a:e0,eduroam, -74
1520603071545,C1D1,50:0f:80:fd:84:4e,TUvisitor, -88
1520603071545,C1D1,e0:3f:49:09:d9:98,TRIBLER, -77
1520603071545,C1D1,38:90:a5:20:e9:01,TUvisitor, -64
1520603071545,C1D1,38:90:a5:9d:1b:1f,eduroam, -74
1520603071545,C1D1,50:0f:80:fe:3f:8f,eduroam, -92
1520603071545,C1D1,38:90:a5:37:42:dd,tudelft-dastud, -77
1520603071545,C1D1,38:90:a5:37:42:de,TUvisitor, -77
1520603071545,C1D1,38:90:a5:9d:1a:ed,tudelft-dastud, -86
1520603071545,C1D1,50:0f:80:c4:60:0e,TUvisitor, -84
1520603086569,C1D1,50:0f:80:c4:5f:6d,tudelft-dastud, -87
1520603086569,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -86
1520603086569,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -62
1520603086569,C1D1,38:90:a5:20:f0:fe,TUvisitor, -63
1520603086569,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -90
1520603086569,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -70
1520603086569,C1D1,50:0f:80:fd:7f:bf,eduroam, -63
1520603086569,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -63
1520603086569,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -87
1520603086569,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -58
1520603086569,C1D1,38:90:a5:20:f0:ff,eduroam, -62
1520603086569,C1D1,38:90:a5:9d:1a:ef,eduroam, -89
1520603086569,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -74
1520603086569,C1D1,38:90:a5:20:e9:00,eduroam, -58
1520603086569,C1D1,38:90:a5:9d:1a:e1,TUvisitor, -73
1520603086569,C1D1,50:0f:80:fe:3f:8e,TUvisitor, -89
1520603086569,C1D1,50:0f:80:e3:7a:fd,tudelft-dastud, -79
1520603086569,C1D1,50:0f:80:fd:7f:be,TUvisitor, -62
1520603086569,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -62
1520603086569,C1D1,38:90:a5:9d:1b:11,TUvisitor, -70
1520603086569,C1D1,38:90:a5:91:74:10,eduroam, -76
1520603086569,C1D1,50:0f:80:c0:ce:2f,eduroam, -86
1520603086569,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -61
1520603086569,C1D1,38:90:a5:20:e9:0f,eduroam, -62
